#Accession,SRA_Accession,Submitters,Release_Date,Strain,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
OR344350.1,,"Fernandez,J., Boutolleau,D., Rousseau,A., Labetoulle,M., Burrel,S.",2024-07-21,,To_Ro,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3708,GenBank,partial,,,,France,,Homo sapiens,,2021-06-15,,"UNVERIFIED: Human alphaherpesvirus 1 isolate To_Ro DNA polymerase-like gene, partial sequence"
OR344351.1,,"Fernandez,J., Boutolleau,D., Rousseau,A., Labetoulle,M., Burrel,S.",2024-07-21,,Va_Je,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3708,GenBank,partial,,,,France,,Homo sapiens,,2022-04-13,,"UNVERIFIED: Human alphaherpesvirus 1 isolate Va_Je DNA polymerase-like gene, partial sequence"
LC785695.1,,"Kinoshita,H., Yamada,S., Ogawa,T., Nguyen,A., Harada,S., Kawahara,M., Ishijima,K., Maeda,K., Ebihara,H., Fukushi,S.",2023-12-29,,hu/Jpn/2019,Simplexvirus macacinealpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2679,GenBank,partial,,,,Japan,,Homo sapiens,cerebrospinal fluid,2019,,"Macacine alphaherpesvirus 1 hu/Jpn/2019 UL27 gene for glycoprotein B, complete cds"
LC785696.1,,"Kinoshita,H., Yamada,S., Ogawa,T., Nguyen,A., Harada,S., Kawahara,M., Ishijima,K., Maeda,K., Ebihara,H., Fukushi,S.",2023-12-29,,hu/Jpn/2019,Simplexvirus macacinealpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1404,GenBank,partial,,,,Japan,,Homo sapiens,cerebrospinal fluid,2019,,"Macacine alphaherpesvirus 1 hu/Jpn/2019 UL44 gene for glycoprotein C, complete cds"
LC785697.1,,"Kinoshita,H., Yamada,S., Ogawa,T., Nguyen,A., Harada,S., Kawahara,M., Ishijima,K., Maeda,K., Ebihara,H., Fukushi,S.",2023-12-29,,hu/Jpn/2019,Simplexvirus macacinealpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1185,GenBank,partial,,,,Japan,,Homo sapiens,cerebrospinal fluid,2019,,"Macacine alphaherpesvirus 1 hu/Jpn/2019 US6 gene for glycoprotein D, complete cds"
LC785698.1,,"Kinoshita,H., Yamada,S., Ogawa,T., Nguyen,A., Harada,S., Kawahara,M., Ishijima,K., Maeda,K., Ebihara,H., Fukushi,S.",2023-12-29,,hu/Jpn/2019,Simplexvirus macacinealpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2577,GenBank,partial,,,,Japan,,Homo sapiens,cerebrospinal fluid,2019,,"Macacine alphaherpesvirus 1 hu/Jpn/2019 UL22 gene for glycoprotein H, complete cds"
LC785699.1,,"Kinoshita,H., Yamada,S., Ogawa,T., Nguyen,A., Harada,S., Kawahara,M., Ishijima,K., Maeda,K., Ebihara,H., Fukushi,S.",2023-12-29,,hu/Jpn/2019,Simplexvirus macacinealpha1,Simplexvirus,Orthoherpesviridae,dsDNA,732,GenBank,partial,,,,Japan,,Homo sapiens,cerebrospinal fluid,2019,,"Macacine alphaherpesvirus 1 hu/Jpn/2019 UL1 gene for glycoprotein L, complete cds"
OR833062.1,SRR26617813,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-12-06,,HSV1/USA/WA-UW-1C2/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151537,GenBank,partial,,,,USA,,Homo sapiens,,2020-05,SAMN38051270,Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-1C2/2020
OR833063.1,SRR26617805,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-12-06,,HSV1/USA/WA-UW-1C4/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,150295,GenBank,partial,,,,USA,,Homo sapiens,,2020-08,SAMN38051244,Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-1C4/2020
OR833064.1,SRR26617826,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-12-06,,HSV1/USA/WA-UW-2F3/2019,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151010,GenBank,partial,,,,USA,,Homo sapiens,,2019-10,SAMN38051258,Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2F3/2019
OR833065.1,SRR26617814,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-12-06,,HSV1/USA/WA-UW-2J7/2019,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,150681,GenBank,partial,,,,USA,,Homo sapiens,,2019-12,SAMN38051269,Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2J7/2019
OR833066.1,SRR26617833,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-12-06,,HSV1/USA/WA-UW-2J8/2019,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152039,GenBank,partial,,,,USA,,Homo sapiens,,2019-12,SAMN38051252,Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2J8/2019
OR833067.1,SRR26617811,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-12-06,,HSV1/USA/WA-UW-2K2/2019,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,150167,GenBank,partial,,,,USA,,Homo sapiens,,2019-12,SAMN38051272,Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2K2/2019
OR833068.1,SRR26617829,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-12-06,,HSV1/USA/WA-UW-2K8/2019,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151785,GenBank,partial,,,,USA,,Homo sapiens,,2019-12,SAMN38051256,Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2K8/2019
OR833069.1,SRR26617816,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-12-06,,HSV1/USA/WA-UW-2M3/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151763,GenBank,partial,,,,USA,,Homo sapiens,,2020-01,SAMN38051241,Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2M3/2020
OR833070.1,SRR26617831,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-12-06,,HSV1/USA/WA-UW-2R6/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151495,GenBank,partial,,,,USA,,Homo sapiens,,2020-02,SAMN38051254,Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2R6/2020
OR833071.1,SRR26617802,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-12-06,,HSV1/USA/WA-UW-2R10/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,150673,GenBank,partial,,,,USA,,Homo sapiens,,2020-02,SAMN38051247,Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2R10/2020
OR771668.1,SRR26617834,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-1A6/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151664,GenBank,partial,,,,USA,,Homo sapiens,,2020-03,SAMN38051251,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-1A6/2020, partial genome"
OR771669.1,SRR26617807,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-1A7/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,150861,GenBank,partial,,,,USA,,Homo sapiens,,2020-03,SAMN38051242,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-1A7/2020, partial genome"
OR771670.1,SRR26617817,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-1B2/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152092,GenBank,partial,,,,USA,,Homo sapiens,,2020-03,SAMN38051267,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-1B2/2020, partial genome"
OR771671.1,SRR26617818,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-1B3/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151158,GenBank,partial,,,,USA,,Homo sapiens,,2020-03,SAMN38051266,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-1B3/2020, partial genome"
OR771672.1,SRR26617815,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-1B4/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,150875,GenBank,complete,,,,USA,,Homo sapiens,,2020-03,SAMN38051268,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-1B4/2020, complete genome"
OR771673.1,SRR26617836,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2C7/2019,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151511,GenBank,partial,,,,USA,,Homo sapiens,,2019-10,SAMN38051249,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2C7/2019, partial genome"
OR771674.1,SRR26617812,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2E9/2019,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151625,GenBank,partial,,,,USA,,Homo sapiens,,2019-10,SAMN38051271,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2E9/2019, partial genome"
OR771675.1,SRR26617820,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2G3/2019,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151140,GenBank,partial,,,,USA,,Homo sapiens,,2019-11,SAMN38051264,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2G3/2019, partial genome"
OR771676.1,SRR26617837,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2I1/2019,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151712,GenBank,partial,,,,USA,,Homo sapiens,,2019-11,SAMN38051248,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2I1/2019, partial genome"
OR771677.1,SRR26617835,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2I2/2019,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,150750,GenBank,partial,,,,USA,,Homo sapiens,,2019-11,SAMN38051250,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2I2/2019, partial genome"
OR771678.1,SRR26617821,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2J3/2019,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151970,GenBank,partial,,,,USA,,Homo sapiens,,2019-12,SAMN38051263,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2J3/2019, partial genome"
OR771679.1,SRR26617806,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2K3/2019,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152032,GenBank,partial,,,,USA,,Homo sapiens,,2019-12,SAMN38051243,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2K3/2019, partial genome"
OR771680.1,SRR26617839,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2K4/2019,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152036,GenBank,partial,,,,USA,,Homo sapiens,,2019-12,SAMN38051238,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2K4/2019, partial genome"
OR771681.1,SRR26617823,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2K5/2019,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151392,GenBank,partial,,,,USA,,Homo sapiens,,2019-12,SAMN38051261,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2K5/2019, partial genome"
OR771682.1,SRR26617822,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2K10/2019,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151281,GenBank,partial,,,,USA,,Homo sapiens,,2019-12,SAMN38051262,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2K10/2019, partial genome"
OR771683.1,SRR26617838,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2L1/2019,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151960,GenBank,partial,,,,USA,,Homo sapiens,,2019-12,SAMN38051239,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2L1/2019, partial genome"
OR771684.1,SRR26617825,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2L3/2019,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151546,GenBank,partial,,,,USA,,Homo sapiens,,2019-12,SAMN38051259,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2L3/2019, partial genome"
OR771685.1,SRR26617827,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2L9/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151357,GenBank,complete,,,,USA,,Homo sapiens,,2020-01,SAMN38051240,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2L9/2020, complete genome"
OR771686.1,SRR26617824,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2N2/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152171,GenBank,partial,,,,USA,,Homo sapiens,,2020-01,SAMN38051260,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2N2/2020, partial genome"
OR771687.1,SRR26617808,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2N3/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,149736,GenBank,partial,,,,USA,,Homo sapiens,,2020-01,SAMN38051275,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2N3/2020, partial genome"
OR771688.1,SRR26617830,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2O2/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151877,GenBank,partial,,,,USA,,Homo sapiens,,2020-02,SAMN38051255,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2O2/2020, partial genome"
OR771689.1,SRR26617832,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2O5/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151666,GenBank,partial,,,,USA,,Homo sapiens,,2020-02,SAMN38051253,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2O5/2020, partial genome"
OR771690.1,SRR26617828,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2O7/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151467,GenBank,partial,,,,USA,,Homo sapiens,,2020-02,SAMN38051257,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2O7/2020, partial genome"
OR771691.1,SRR26617804,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2Q6/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151113,GenBank,partial,,,,USA,,Homo sapiens,,2020-02,SAMN38051245,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2Q6/2020, partial genome"
OR771692.1,SRR26617810,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2Q9/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151544,GenBank,partial,,,,USA,,Homo sapiens,,2020-02,SAMN38051273,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2Q9/2020, partial genome"
OR771693.1,SRR26617809,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2R1/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152324,GenBank,partial,,,,USA,,Homo sapiens,,2020-02,SAMN38051274,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2R1/2020, partial genome"
OR771694.1,SRR26617803,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2R7/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152087,GenBank,partial,,,,USA,,Homo sapiens,,2020-02,SAMN38051246,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2R7/2020, partial genome"
OR771695.1,SRR26617819,"Furlong,J., Avendano,C., Sereewit,J., Hajian,P., Xie,H., Greninger,A.L.",2023-11-18,,HSV1/USA/WA-UW-2R8/2020,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151527,GenBank,partial,,,,USA,,Homo sapiens,,2020-02,SAMN38051265,"Human alphaherpesvirus 1 isolate HSV1/USA/WA-UW-2R8/2020, partial genome"
OR723971.1,,"Ghiasi,H., Tormanen,K., Oh,J., Wang,S.",2023-11-13,,dsncRNA12,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152106,GenBank,complete,,,,USA,,Homo sapiens,,2021,,"Mutant Human alphaherpesvirus 1 isolate dsncRNA12, complete genome"
LC782742.1,,"Nguyen,A., Fukushi,S., Yamada,S., Harada,S., Yoshikawa,T., Kinoshita,H., Kawahara,M., Ogawa,T., Ebihara,H., Moi,M.L., Saijo,M.",2023-10-20,F,ACVr-HSV-1_BVTK_clone1,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3708,GenBank,partial,,,,Japan,,Homo sapiens,,2023-04-10,,"Human alphaherpesvirus 1 strain F ACVr-HSV-1_BVTK_clone1 UL30 gene for DNA polymerase, complete cds"
LC782743.1,,"Nguyen,A., Fukushi,S., Yamada,S., Harada,S., Yoshikawa,T., Kinoshita,H., Kawahara,M., Ogawa,T., Ebihara,H., Moi,M.L., Saijo,M.",2023-10-20,F,ACVr-HSV-1_BVTK_clone2,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3708,GenBank,partial,,,,Japan,,Homo sapiens,,2023-04-10,,"Human alphaherpesvirus 1 strain F ACVr-HSV-1_BVTK_clone2 UL30 gene for DNA polymerase, complete cds"
LC782744.1,,"Nguyen,A., Fukushi,S., Yamada,S., Harada,S., Yoshikawa,T., Kinoshita,H., Kawahara,M., Ogawa,T., Ebihara,H., Moi,M.L., Saijo,M.",2023-10-20,F,ACVr-HSV-1_BVTK_clone4,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3708,GenBank,partial,,,,Japan,,Homo sapiens,,2023-04-10,,"Human alphaherpesvirus 1 strain F ACVr-HSV-1_BVTK_clone4 UL30 gene for DNA polymerase, complete cds"
LC782745.1,,"Nguyen,A., Fukushi,S., Yamada,S., Harada,S., Yoshikawa,T., Kinoshita,H., Kawahara,M., Ogawa,T., Ebihara,H., Moi,M.L., Saijo,M.",2023-10-20,F,ACVr-HSV-1_BVTK_clone5,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3708,GenBank,partial,,,,Japan,,Homo sapiens,,2023-04-10,,"Human alphaherpesvirus 1 strain F ACVr-HSV-1_BVTK_clone5 UL30 gene for DNA polymerase, complete cds"
LC782746.1,,"Nguyen,A., Fukushi,S., Yamada,S., Harada,S., Yoshikawa,T., Kinoshita,H., Kawahara,M., Ogawa,T., Ebihara,H., Moi,M.L., Saijo,M.",2023-10-20,F,ACVr-HSV-1_BVTK_clone7,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3708,GenBank,partial,,,,Japan,,Homo sapiens,,2023-04-10,,"Human alphaherpesvirus 1 strain F ACVr-HSV-1_BVTK_clone7 UL30 gene for DNA polymerase, complete cds"
LC782747.1,,"Nguyen,A., Fukushi,S., Yamada,S., Harada,S., Yoshikawa,T., Kinoshita,H., Kawahara,M., Ogawa,T., Ebihara,H., Moi,M.L., Saijo,M.",2023-10-20,F,ACVr-HSV-1_BVTK_clone8,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3708,GenBank,partial,,,,Japan,,Homo sapiens,,2023-04-10,,"Human alphaherpesvirus 1 strain F ACVr-HSV-1_BVTK_clone8 UL30 gene for DNA polymerase, complete cds"
LC782748.1,,"Nguyen,A., Fukushi,S., Yamada,S., Harada,S., Yoshikawa,T., Kinoshita,H., Kawahara,M., Ogawa,T., Ebihara,H., Moi,M.L., Saijo,M.",2023-10-20,F,ACVr-HSV-1_BVTK_clone10,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3708,GenBank,partial,,,,Japan,,Homo sapiens,,2023-04-10,,"Human alphaherpesvirus 1 strain F ACVr-HSV-1_BVTK_clone10 UL30 gene for DNA polymerase, complete cds"
OQ759608.1,,"Gianopulos,K.A., Cunha,C.W., Pritchard,S.M., Hull,M.A., Nicola,A.V.",2023-10-18,ANG,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2517,GenBank,partial,,,,USA,,Homo sapiens,,,,"Human alphaherpesvirus 1 strain ANG glycoprotein H (UL22) gene, complete cds"
LC764823.1,,"Nguyen,A., Yamada,S., Kinoshita,H., Harada,S., Fukushi,S., Saijo,M.",2023-10-14,,BV/human/Japan/2019,Simplexvirus macacinealpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1113,GenBank,partial,,,,Japan:Kagoshima,,Homo sapiens,,2019,,"Macacine alphaherpesvirus 1 BV/human/Japan/2019 UL23 gene for thymidine kinase, complete cds"
OR345521.1,,"Yin,X.",2023-09-26,,SMU_HSV1_001,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,154,GenBank,partial,,,,China,,Homo sapiens,,2022-06-22,,"Human alphaherpesvirus 1 isolate SMU_HSV1_001 DNA polymerase (UL30) gene, partial cds"
OQ724831.1,,"Chau,V.Q., Kolb,A.W., Miller,D.L., Yannuzzi,N.A., Brandt,C.R.",2023-07-25,,BP-C1,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152739,GenBank,complete,,,1.0,"USA: Miami, FL",FL,Homo sapiens,,2001,,"Human alphaherpesvirus 1 isolate BP-C1, complete genome"
OQ724832.1,,"Chau,V.Q., Kolb,A.W., Miller,D.L., Yannuzzi,N.A., Brandt,C.R.",2023-07-25,BP-C2,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152898,GenBank,complete,,,1.0,"USA: Miami, FL",FL,Homo sapiens,,2004,,"Human alphaherpesvirus 1 strain BP-C2, complete genome"
OQ724833.1,,"Chau,V.Q., Kolb,A.W., Miller,D.L., Yannuzzi,N.A., Brandt,C.R.",2023-07-25,BP-C3,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,154130,GenBank,complete,,,1.0,"USA: Miami, FL",FL,Homo sapiens,,2004,,"Human alphaherpesvirus 1 strain BP-C3, complete genome"
OQ724834.1,,"Chau,V.Q., Kolb,A.W., Miller,D.L., Yannuzzi,N.A., Brandt,C.R.",2023-07-25,BP-C4,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152541,GenBank,complete,,,1.0,"USA: Miami, FL",FL,Homo sapiens,,2004,,"Human alphaherpesvirus 1 strain BP-C4, complete genome"
OQ724835.1,,"Chau,V.Q., Kolb,A.W., Miller,D.L., Yannuzzi,N.A., Brandt,C.R.",2023-07-25,BP-C5,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152332,GenBank,complete,,,1.0,"USA: Miami, FL",FL,Homo sapiens,,2005,,"Human alphaherpesvirus 1 strain BP-C5, complete genome"
OQ724836.1,,"Chau,V.Q., Kolb,A.W., Miller,D.L., Yannuzzi,N.A., Brandt,C.R.",2023-07-25,BP-C8,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152674,GenBank,complete,,,1.0,"USA: Miami, FL",FL,Homo sapiens,,2005,,"UNVERIFIED: Human alphaherpesvirus 1 strain BP-C8, complete genome"
OQ724863.1,,"Chau,V.Q., Kolb,A.W., Miller,D.L., Yannuzzi,N.A., Brandt,C.R.",2023-07-25,BP-C9,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152893,GenBank,complete,,,1.0,"USA: Miami, FL",FL,Homo sapiens,,2005,,"Human alphaherpesvirus 1 strain BP-C9, complete genome"
OQ724864.1,,"Chau,V.Q., Kolb,A.W., Miller,D.L., Yannuzzi,N.A., Brandt,C.R.",2023-07-25,BP-C11,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,153030,GenBank,complete,,,1.0,"USA: Miami, FL",FL,Homo sapiens,,2008,,"Human alphaherpesvirus 1 strain BP-C11, complete genome"
OQ724865.1,,"Chau,V.Q., Kolb,A.W., Miller,D.L., Yannuzzi,N.A., Brandt,C.R.",2023-07-25,BP-C12,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,152858,GenBank,complete,,,1.0,"USA: Miami, FL",FL,Homo sapiens,,2010,,"Human alphaherpesvirus 1 strain BP-C12, complete genome"
