#Accession,SRA_Accession,Submitters,Release_Date,Strain,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MZ593730.1,,"Chauhan,V., Kanta,P., Goyal,K., Singh,M.P.",2022-10-16,PGIMER 2017_CMV_PDF_2,CMV_PDF_2,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,846,GenBank,partial,,,,India,,Homo sapiens,blood,2017,,"Human betaherpesvirus 5 strain PGIMER 2017_CMV_PDF_2 phosphotransferase (UL97) gene, partial cds"
MZ593731.1,,"Chauhan,V., Kanta,P., Goyal,K., Singh,M.P.",2022-10-16,PGIMER 2017_CMV_PDF_3,CMV_PDF_3,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,878,GenBank,partial,,,,India,,Homo sapiens,blood,2017,,"Human betaherpesvirus 5 strain PGIMER 2017_CMV_PDF_3 phosphotransferase (UL97) gene, partial cds"
MZ593732.1,,"Chauhan,V., Kanta,P., Goyal,K., Singh,M.P.",2022-10-16,PGIMER 2017_CMV_PDF_4,CMV_PDF_4,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,878,GenBank,partial,,,,India,,Homo sapiens,blood,2017,,"Human betaherpesvirus 5 strain PGIMER 2017_CMV_PDF_4 phosphotransferase (UL97) gene, partial cds"
MZ593734.1,,"Chauhan,V., Kanta,P., Goyal,K., Singh,M.P.",2022-10-16,PGIMER 2017_CMV_PDF_6,CMV_PDF_6,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,878,GenBank,partial,,,,India,,Homo sapiens,blood,2017,,"Human betaherpesvirus 5 strain PGIMER 2017_CMV_PDF_6 phosphotransferase (UL97) gene, partial cds"
MZ593735.1,,"Chauhan,V., Kanta,P., Goyal,K., Singh,M.P.",2022-10-16,PGIMER 2018_CMV_PDF_16,CMV_PDF_16,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,878,GenBank,partial,,,,India,,Homo sapiens,blood,2018,,"Human betaherpesvirus 5 strain PGIMER 2018_CMV_PDF_16 phosphotransferase (UL97) gene, partial cds"
MZ593736.1,,"Chauhan,V., Kanta,P., Goyal,K., Singh,M.P.",2022-10-16,PGIMER 2018_CMV_PDF_17,CMV_PDF_17,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,878,GenBank,partial,,,,India,,Homo sapiens,blood,2018,,"Human betaherpesvirus 5 strain PGIMER 2018_CMV_PDF_17 phosphotransferase (UL97) gene, partial cds"
MZ593737.1,,"Chauhan,V., Kanta,P., Goyal,K., Singh,M.P.",2022-10-16,PGIMER 2018_CMV_PDF_18,CMV_PDF_18,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,878,GenBank,partial,,,,India,,Homo sapiens,blood,2018,,"Human betaherpesvirus 5 strain PGIMER 2018_CMV_PDF_18 phosphotransferase (UL97) gene, partial cds"
MZ593738.1,,"Chauhan,V., Kanta,P., Goyal,K., Singh,M.P.",2022-10-16,PGIMER 2018_CMV_PDF_19,CMV_PDF_19,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,878,GenBank,partial,,,,India,,Homo sapiens,blood,2018,,"Human betaherpesvirus 5 strain PGIMER 2018_CMV_PDF_19 phosphotransferase (UL97) gene, partial cds"
MZ593739.1,,"Chauhan,V., Kanta,P., Goyal,K., Singh,M.P.",2022-10-16,PGIMER 2018_CMV_PDF_20,CMV_PDF_20,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,878,GenBank,partial,,,,India,,Homo sapiens,blood,2018,,"Human betaherpesvirus 5 strain PGIMER 2018_CMV_PDF_20 phosphotransferase (UL97) gene, partial cds"
MZ593741.1,,"Chauhan,V., Kanta,P., Goyal,K., Singh,M.P.",2022-10-16,PGIMER 2018_CMV_PDF_22,CMV_PDF_22,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,878,GenBank,partial,,,,India,,Homo sapiens,blood,2018,,"Human betaherpesvirus 5 strain PGIMER 2018_CMV_PDF_22 phosphotransferase (UL97) gene, partial cds"
MZ593742.1,,"Chauhan,V., Kanta,P., Goyal,K., Singh,M.P.",2022-10-16,PGIMER 2018_CMV_PDF_23,CMV_PDF_23,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,878,GenBank,partial,,,,India,,Homo sapiens,blood,2018,,"Human betaherpesvirus 5 strain PGIMER 2018_CMV_PDF_23 phosphotransferase (UL97) gene, partial cds"
MZ593744.1,,"Chauhan,V., Kanta,P., Goyal,K., Singh,M.P.",2022-10-16,PGIMER 2019_CMV_PDF_11,CMV_PDF_11,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,878,GenBank,partial,,,,India,,Homo sapiens,blood,2019,,"Human betaherpesvirus 5 strain PGIMER 2019_CMV_PDF_11 phosphotransferase (UL97) gene, partial cds"
MZ593745.1,,"Chauhan,V., Kanta,P., Goyal,K., Singh,M.P.",2022-10-16,PGIMER 2019_CMV_PDF_12,CMV_PDF_12,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,878,GenBank,partial,,,,India,,Homo sapiens,blood,2019,,"Human betaherpesvirus 5 strain PGIMER 2019_CMV_PDF_12 phosphotransferase (UL97) gene, partial cds"
MZ593746.1,,"Chauhan,V., Kanta,P., Goyal,K., Singh,M.P.",2022-10-16,PGIMER 2019_CMV_PDF_14,CMV_PDF_14,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,878,GenBank,partial,,,,India,,Homo sapiens,blood,2019,,"Human betaherpesvirus 5 strain PGIMER 2019_CMV_PDF_14 phosphotransferase (UL97) gene, partial cds"
MZ593747.1,,"Chauhan,V., Kanta,P., Goyal,K., Singh,M.P.",2022-10-16,PGIMER 2019_CMV_PDF_9,CMV_PDF_9,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,878,GenBank,partial,,,,India,,Homo sapiens,blood,2019,,"Human betaherpesvirus 5 strain PGIMER 2019_CMV_PDF_9 phosphotransferase (UL97) gene, partial cds"
MZ593748.1,,"Chauhan,V., Kanta,P., Goyal,K., Singh,M.P.",2022-10-16,PGIMER 2018_CMV_PDF_8,CMV_PDF_8,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,878,GenBank,partial,,,,India,,Homo sapiens,blood,2018,,"Human betaherpesvirus 5 strain PGIMER 2018_CMV_PDF_8 phosphotransferase (UL97) gene, partial cds"
ON758374.1,,"Sarah,K.S., Ahmed,A.J.S., Ogr Uyesi,R.O.A.",2022-10-10,gN22,,Cytomegalovirus sp.,Cytomegalovirus,Orthoherpesviridae,dsDNA,175,GenBank,partial,,,,Iraq,,Homo sapiens,,,,"UNVERIFIED: Cytomegalovirus sp. glycoprotein N-like gene, partial sequence"
OM835733.1,,"Kulekci,B., Schwarz,S., Brait,N., Perkmann-Nagele,N., Jaksch,P., Hoetzenecker,K., Puchhammer-Stockl,E., Goerzer,I.",2022-09-28,,EP_6A,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,6615,GenBank,partial,,,1.0,Austria,,Homo sapiens,,2017-11-16,,"Human betaherpesvirus 5 isolate EP_6A UL146, UL145, UL144, UL142, UL141, UL140, and UL139 genes, complete cds"
OM835734.1,,"Kulekci,B., Schwarz,S., Brait,N., Perkmann-Nagele,N., Jaksch,P., Hoetzenecker,K., Puchhammer-Stockl,E., Goerzer,I.",2022-09-28,,BAL_11O,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,6395,GenBank,partial,,,1.0,Austria,,Homo sapiens,lung,2017-11-13,,"Human betaherpesvirus 5 isolate BAL_11O UL5, UL6, UL8, UL7, UL9, UL10, and UL11 genes, complete cds"
OM835735.1,,"Kulekci,B., Schwarz,S., Brait,N., Perkmann-Nagele,N., Jaksch,P., Hoetzenecker,K., Puchhammer-Stockl,E., Goerzer,I.",2022-09-28,,BAL_47F,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,6618,GenBank,partial,,,1.0,Austria,,Homo sapiens,lung,2020-02-07,,"Human betaherpesvirus 5 isolate BAL_47F UL146, UL145, UL144, UL142, UL141, UL140, and UL139 genes, complete cds"
OM835736.1,,"Kulekci,B., Schwarz,S., Brait,N., Perkmann-Nagele,N., Jaksch,P., Hoetzenecker,K., Puchhammer-Stockl,E., Goerzer,I.",2022-09-28,,BAL_52G,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,6623,GenBank,partial,,,1.0,Austria,,Homo sapiens,lung,2019-03-14,,"Human betaherpesvirus 5 isolate BAL_52G UL146, UL145, UL144, UL142, UL141, UL140, and UL139 genes, complete cds"
MZ152705.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661202027933,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,3252,GenBank,partial,,,,France,,Homo sapiens,,2012,,"Human alphaherpesvirus 3 isolate 661202027933 helicase gene, complete cds"
MZ152706.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661202029944,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,3252,GenBank,partial,,,,France,,Homo sapiens,,2012,,"Human alphaherpesvirus 3 isolate 661202029944 helicase gene, complete cds"
MZ152711.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661307004247,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,3252,GenBank,partial,,,,France,,Homo sapiens,,2013,,"Human alphaherpesvirus 3 isolate 661307004247 helicase gene, complete cds"
MZ152712.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661308055842,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,3252,GenBank,partial,,,,France,,Homo sapiens,,2013,,"Human alphaherpesvirus 3 isolate 661308055842 helicase gene, complete cds"
MZ152719.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661503080910,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,3252,GenBank,partial,,,,France,,Homo sapiens,,2015,,"Human alphaherpesvirus 3 isolate 661503080910 helicase gene, complete cds"
MZ152721.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661511009132,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,3252,GenBank,partial,,,,France,,Homo sapiens,,2015,,"Human alphaherpesvirus 3 isolate 661511009132 helicase gene, complete cds"
MZ152727.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661602052052,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,3252,GenBank,partial,,,,France,,Homo sapiens,,2016,,"Human alphaherpesvirus 3 isolate 661602052052 helicase gene, complete cds"
MZ152728.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661603056711,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,3252,GenBank,partial,,,,France,,Homo sapiens,,2016,,"Human alphaherpesvirus 3 isolate 661603056711 helicase gene, complete cds"
MZ152730.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661606064615,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,3252,GenBank,partial,,,,France,,Homo sapiens,,2016,,"Human alphaherpesvirus 3 isolate 661606064615 helicase gene, complete cds"
MZ152731.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661610022604,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,3252,GenBank,partial,,,,France,,Homo sapiens,,2016,,"Human alphaherpesvirus 3 isolate 661610022604 helicase gene, complete cds"
MZ152732.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661704008277,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,3252,GenBank,partial,,,,France,,Homo sapiens,,2017,,"Human alphaherpesvirus 3 isolate 661704008277 helicase gene, complete cds"
MZ152733.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661708053339,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,3252,GenBank,partial,,,,France,,Homo sapiens,,2017,,"Human alphaherpesvirus 3 isolate 661708053339 helicase gene, complete cds"
MZ152738.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661806067475,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,3252,GenBank,partial,,,,France,,Homo sapiens,,2018,,"Human alphaherpesvirus 3 isolate 661806067475 helicase gene, complete cds"
MZ152740.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661809016006,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,3252,GenBank,partial,,,,France,,Homo sapiens,,2018,,"Human alphaherpesvirus 3 isolate 661809016006 helicase gene, complete cds"
MZ152741.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661809017132,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,3252,GenBank,partial,,,,France,,Homo sapiens,,2018,,"Human alphaherpesvirus 3 isolate 661809017132 helicase gene, complete cds"
MZ152743.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661811026560,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,3252,GenBank,partial,,,,France,,Homo sapiens,,2018,,"Human alphaherpesvirus 3 isolate 661811026560 helicase gene, complete cds"
MZ152745.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661903008270,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,3252,GenBank,partial,,,,France,,Homo sapiens,,2019,,"Human alphaherpesvirus 3 isolate 661903008270 helicase gene, complete cds"
MZ152748.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661202027933,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,2646,GenBank,partial,,,,France,,Homo sapiens,,2012,,"Human alphaherpesvirus 3 isolate 661202027933 primase gene, complete cds"
MZ152750.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,66120839736,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,2646,GenBank,partial,,,,France,,Homo sapiens,,2012,,"Human alphaherpesvirus 3 isolate 66120839736 primase gene, complete cds"
MZ152761.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661409044652,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,2646,GenBank,partial,,,,France,,Homo sapiens,,2014,,"Human alphaherpesvirus 3 isolate 661409044652 primase gene, complete cds"
MZ152762.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661503080910,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,2646,GenBank,partial,,,,France,,Homo sapiens,,2015,,"Human alphaherpesvirus 3 isolate 661503080910 primase gene, complete cds"
MZ152763.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661504034878,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,2646,GenBank,partial,,,,France,,Homo sapiens,,2015,,"Human alphaherpesvirus 3 isolate 661504034878 primase gene, complete cds"
MZ152770.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661602052052,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,2646,GenBank,partial,,,,France,,Homo sapiens,,2016,,"Human alphaherpesvirus 3 isolate 661602052052 primase gene, complete cds"
MZ152771.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661603056711,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,2646,GenBank,partial,,,,France,,Homo sapiens,,2016,,"Human alphaherpesvirus 3 isolate 661603056711 primase gene, complete cds"
MZ152773.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661606064615,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,2646,GenBank,partial,,,,France,,Homo sapiens,,2016,,"Human alphaherpesvirus 3 isolate 661606064615 primase gene, complete cds"
MZ152774.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661610022604,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,2646,GenBank,partial,,,,France,,Homo sapiens,,2016,,"Human alphaherpesvirus 3 isolate 661610022604 primase gene, complete cds"
MZ152775.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661704008277,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,2646,GenBank,partial,,,,France,,Homo sapiens,,2017,,"Human alphaherpesvirus 3 isolate 661704008277 primase gene, complete cds"
MZ152778.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661709075379,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,2646,GenBank,partial,,,,France,,Homo sapiens,,2017,,"Human alphaherpesvirus 3 isolate 661709075379 primase gene, complete cds"
MZ152779.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661710079572,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,2646,GenBank,partial,,,,France,,Homo sapiens,,2017,,"Human alphaherpesvirus 3 isolate 661710079572 primase gene, complete cds"
MZ152784.1,,"Pacreau,M.L., Bomme,O., Burrel,S., Boutolleau,D.",2022-09-15,,661809017132,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,2646,GenBank,partial,,,,France,,Homo sapiens,,2018,,"Human alphaherpesvirus 3 isolate 661809017132 primase gene, complete cds"
MZ420529.1,,"Yaghobi,R., Gramizadeh,B., Jalilsani,L., Karimi,M.H., Golshan,M.",2022-09-13,merlin,rayo-2,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,297,GenBank,partial,,,,Iran,,Homo sapiens,,2016-05-20,,UNVERIFIED: Human betaherpesvirus 5 strain merlin sequence
MW899351.1,,"Parhizgari,N., Rezaei,F., Khatami,M.-R., Behnezhad,F., Ghotbi,M., Kaledji,H., Karimi,Z., Zarei-Ghobadi,M., Derakhshani,M., Maraashi,M., Mokhtari-Azad,T.",2022-09-12,,T5,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,537,GenBank,partial,,,,Iran,,Homo sapiens,blood,2020-07,,"Human betaherpesvirus 5 isolate T5 glycoprotein B (UL55) gene, partial cds"
MW899352.1,,"Parhizgari,N., Rezaei,F., Khatami,M.-R., Behnezhad,F., Ghotbi,M., Kaledji,H., Karimi,Z., Zarei-Ghobadi,M., Derakhshani,M., Maraashi,M., Mokhtari-Azad,T.",2022-09-12,,T6,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,474,GenBank,partial,,,,Iran,,Homo sapiens,blood,2020-07,,"Human betaherpesvirus 5 isolate T6 glycoprotein B (UL55) gene, partial cds"
MW899353.1,,"Parhizgari,N., Rezaei,F., Khatami,M.-R., Behnezhad,F., Ghotbi,M., Kaledji,H., Karimi,Z., Zarei-Ghobadi,M., Derakhshani,M., Maraashi,M., Mokhtari-Azad,T.",2022-09-12,,T7,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,507,GenBank,partial,,,,Iran,,Homo sapiens,blood,2020-07,,"Human betaherpesvirus 5 isolate T7 glycoprotein B (UL55) gene, partial cds"
MW899354.1,,"Parhizgari,N., Rezaei,F., Khatami,M.-R., Behnezhad,F., Ghotbi,M., Kaledji,H., Karimi,Z., Zarei-Ghobadi,M., Derakhshani,M., Maraashi,M., Mokhtari-Azad,T.",2022-09-12,,T8,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,485,GenBank,partial,,,,Iran,,Homo sapiens,blood,2020-08,,"Human betaherpesvirus 5 isolate T8 glycoprotein B (UL55) gene, partial cds"
MW899355.1,,"Parhizgari,N., Rezaei,F., Khatami,M.-R., Behnezhad,F., Ghotbi,M., Kaledji,H., Karimi,Z., Zarei-Ghobadi,M., Derakhshani,M., Maraashi,M., Mokhtari-Azad,T.",2022-09-12,,T9,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,443,GenBank,partial,,,,Iran,,Homo sapiens,blood,2020-08,,"Human betaherpesvirus 5 isolate T9 glycoprotein B (UL55) gene, partial cds"
ON110126.1,,"Parhizgari,N., Rezaei,F., Zarei,M., Khatami,M.-R., Maraashi,M., Mokhtari-Azad,T.",2022-09-12,,T10,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,386,GenBank,partial,,,,Iran,,Homo sapiens,blood,2020-07,,"Human betaherpesvirus 5 isolate T10 glycoprotein B (UL55) gene, partial cds"
ON110127.1,,"Parhizgari,N., Rezaei,F., Zarei,M., Khatami,M.-R., Maraashi,M., Mokhtari-Azad,T.",2022-09-12,,T11,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,283,GenBank,partial,,,,Iran,,Homo sapiens,blood,2020-07,,"Human betaherpesvirus 5 isolate T11 glycoprotein B (UL55) gene, partial cds"
ON110128.1,,"Parhizgari,N., Rezaei,F., Zarei,M., Khatami,M.-R., Maraashi,M., Mokhtari-Azad,T.",2022-09-12,,T12,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,412,GenBank,partial,,,,Iran,,Homo sapiens,blood,2020-08,,"Human betaherpesvirus 5 isolate T12 glycoprotein B (UL55) gene, partial cds"
ON110129.1,,"Parhizgari,N., Rezaei,F., Zarei,M., Khatami,M.-R., Maraashi,M., Mokhtari-Azad,T.",2022-09-12,,T13,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,383,GenBank,partial,,,,Iran,,Homo sapiens,blood,2020-08,,"Human betaherpesvirus 5 isolate T13 glycoprotein B (UL55) gene, partial cds"
ON596440.1,,"Alves,P., Larrate,M., Garcia-Costa,A., Rohan,P., Gama,B.E., Abdelhay,E., Delatorre,E., Hassan,R.",2022-09-07,,ACBR01,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,1288,GenBank,partial,,,1.0,Brazil,,Homo sapiens,"saliva, oronasopharynx",2018,,"Human gammaherpesvirus 4 isolate ACBR01 latent membrane protein LMP-1 (LMP1) gene, partial cds"
ON596441.1,,"Alves,P., Larrate,M., Garcia-Costa,A., Rohan,P., Gama,B.E., Abdelhay,E., Delatorre,E., Hassan,R.",2022-09-07,,ACBR02,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,1237,GenBank,partial,,,1.0,Brazil,,Homo sapiens,"saliva, oronasopharynx",2018,,"Human gammaherpesvirus 4 isolate ACBR02 latent membrane protein LMP-1 (LMP1) gene, partial cds"
ON596442.1,,"Alves,P., Larrate,M., Garcia-Costa,A., Rohan,P., Gama,B.E., Abdelhay,E., Delatorre,E., Hassan,R.",2022-09-07,,ACBR03,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,1269,GenBank,partial,,,1.0,Brazil,,Homo sapiens,"saliva, oronasopharynx",2018,,"Human gammaherpesvirus 4 isolate ACBR03 latent membrane protein LMP-1 (LMP1) gene, partial cds"
ON596443.1,,"Alves,P., Larrate,M., Garcia-Costa,A., Rohan,P., Gama,B.E., Abdelhay,E., Delatorre,E., Hassan,R.",2022-09-07,,ACBR04,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,1254,GenBank,partial,,,1.0,Brazil,,Homo sapiens,"saliva, oronasopharynx",2018,,"Human gammaherpesvirus 4 isolate ACBR04 latent membrane protein LMP-1 (LMP1) gene, partial cds"
ON596444.1,,"Alves,P., Larrate,M., Garcia-Costa,A., Rohan,P., Gama,B.E., Abdelhay,E., Delatorre,E., Hassan,R.",2022-09-07,,ACBR05,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,1299,GenBank,partial,,,1.0,Brazil,,Homo sapiens,"saliva, oronasopharynx",2018,,"Human gammaherpesvirus 4 isolate ACBR05 latent membrane protein LMP-1 (LMP1) gene, partial cds"
ON596445.1,,"Alves,P., Larrate,M., Garcia-Costa,A., Rohan,P., Gama,B.E., Abdelhay,E., Delatorre,E., Hassan,R.",2022-09-07,,ACBR06,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,1263,GenBank,partial,,,1.0,Brazil,,Homo sapiens,"saliva, oronasopharynx",2018,,"Human gammaherpesvirus 4 isolate ACBR06 latent membrane protein LMP-1 (LMP1) gene, partial cds"
ON596446.1,,"Alves,P., Larrate,M., Garcia-Costa,A., Rohan,P., Gama,B.E., Abdelhay,E., Delatorre,E., Hassan,R.",2022-09-07,,ACBR07,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,1254,GenBank,partial,,,1.0,Brazil,,Homo sapiens,"saliva, oronasopharynx",2018,,"Human gammaherpesvirus 4 isolate ACBR07 latent membrane protein LMP-1 (LMP1) gene, partial cds"
ON596447.1,,"Alves,P., Larrate,M., Garcia-Costa,A., Rohan,P., Gama,B.E., Abdelhay,E., Delatorre,E., Hassan,R.",2022-09-07,,ACBR08,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,1297,GenBank,partial,,,1.0,Brazil,,Homo sapiens,"saliva, oronasopharynx",2018,,"Human gammaherpesvirus 4 isolate ACBR08 latent membrane protein LMP-1 (LMP1) gene, partial cds"
ON596448.1,,"Alves,P., Larrate,M., Garcia-Costa,A., Rohan,P., Gama,B.E., Abdelhay,E., Delatorre,E., Hassan,R.",2022-09-07,,ACBR09,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,1258,GenBank,partial,,,1.0,Brazil,,Homo sapiens,"saliva, oronasopharynx",2018,,"Human gammaherpesvirus 4 isolate ACBR09 latent membrane protein LMP-1 (LMP1) gene, partial cds"
ON596449.1,,"Alves,P., Larrate,M., Garcia-Costa,A., Rohan,P., Gama,B.E., Abdelhay,E., Delatorre,E., Hassan,R.",2022-09-07,,ACBR10,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,1178,GenBank,partial,,,1.0,Brazil,,Homo sapiens,"saliva, oronasopharynx",2018,,"Human gammaherpesvirus 4 isolate ACBR10 nonfunctional latent membrane protein LMP-1 (LMP1) gene, partial sequence"
